term_id,term,df,total_tf,fields,field_count
T006905,hamt,10,26,"mdc, normalized_transliteration",2
T007427,3nw,10,26,"mdc, normalized_transliteration",2
T002517,pr-nswt,10,24,"lemma_forms, mdc, normalized_transliteration",3
T007429,4nw,10,24,"mdc, normalized_transliteration",2
T003649,tp-a,10,22,"lemma_forms, mdc, normalized_transliteration",3
T004873,r-aw,10,22,"lemma_forms, mdc, normalized_transliteration",3
T005595,hrwj,10,22,"mdc, normalized_transliteration",2
T006179,jy.y,10,22,"mdc, normalized_transliteration",2
T006914,sni.t,10,21,"mdc, normalized_transliteration",2
T000363,smr-watj,10,20,"mdc, normalized_transliteration",2
T000820,rnf,10,20,"mdc, normalized_transliteration",2
T002620,di.tw,10,20,"mdc, normalized_transliteration",2
T004008,wawt,10,20,"mdc, normalized_transliteration",2
T004117,jmj-ra-pr-wr,10,20,"mdc, normalized_transliteration",2
T004277,sp-2,10,20,"mdc, normalized_transliteration",2
T004522,jrr.w,10,20,"mdc, normalized_transliteration",2
T004523,jawt.pl,10,20,"mdc, normalized_transliteration",2
T004579,mwt.pl,10,20,"mdc, normalized_transliteration",2
T004882,jti.tw,10,20,"mdc, normalized_transliteration",2
T005134,mnw.pl,10,20,"mdc, normalized_transliteration",2
T005329,jmn-m-hat,10,20,"mdc, normalized_transliteration",2
T005330,jw.t,10,20,"lemma_forms, mdc, normalized_transliteration",3
T005417,dai.n,10,20,"mdc, normalized_transliteration",2
T005805,tp-rd,10,20,"lemma_forms, mdc, normalized_transliteration",3
T005938,bapl-jwnw,10,20,"mdc, normalized_transliteration",2
T006194,nb.t.pl,10,20,"mdc, normalized_transliteration",2
T006198,rmn.du,10,20,"mdc, normalized_transliteration",2
T006471,ntr.du,10,20,"mdc, normalized_transliteration",2
T006482,jwi.w,10,20,"mdc, normalized_transliteration",2
T006627,jnb.pl,10,20,"mdc, normalized_transliteration",2
T006762,sgb,10,20,"lemma_forms, mdc, normalized_transliteration",3
T006916,aa.wj,10,20,"mdc, normalized_transliteration",2
T007089,snwf,10,20,"mdc, normalized_transliteration",2
T007447,qbh-snwf,10,20,"mdc, normalized_transliteration",2
T007663,tzi.n,10,20,"mdc, normalized_transliteration",2
T008105,jrt.j,10,20,"mdc, normalized_transliteration",2
T008642,jj.n,10,20,"mdc, normalized_transliteration",2
T009276,nn-js,10,20,"mdc, normalized_transliteration",2
T009284,sp.pl,10,20,"mdc, normalized_transliteration",2
T009934,jmaw,10,20,"mdc, normalized_transliteration",2
T009950,6nw.t,10,20,"mdc, normalized_transliteration",2
T010443,ta.du.pl,10,20,"mdc, normalized_transliteration",2
T010841,abt.pl,10,20,"mdc, normalized_transliteration",2
T012565,r-nhh-dt,10,20,"mdc, normalized_transliteration",2
T013337,wrh.kw,10,20,"mdc, normalized_transliteration",2
T014140,nb-hr.pl,10,20,"mdc, normalized_transliteration",2
T014145,nbt-wpt,10,20,"mdc, normalized_transliteration",2
T001921,pxa,10,18,mdc,1
T002615,fai.t,10,18,"mdc, normalized_transliteration",2
T004060,aa.w,10,18,"lemma_forms, mdc, normalized_transliteration",3
T005518,sxkr,10,18,mdc,1
T005607,sxnti,10,18,mdc,1
T006050,rrm,10,18,"lemma_forms, mdc, normalized_transliteration, translation",4
T003339,zft,10,17,lemma_forms,1
T004885,jdd.t,10,17,"mdc, normalized_transliteration",2
T001923,xw,10,16,mdc,1
T004290,nmh.w,10,16,"lemma_forms, mdc, normalized_transliteration",3
T006650,xbi,10,16,mdc,1
T002953,xd,10,15,mdc,1
T014246,nb.t-was.t,10,15,lemma_forms,1
T001864,bnj.t,10,14,"lemma_forms, mdc, normalized_transliteration",3
T005151,drw.w,10,14,"lemma_forms, mdc, normalized_transliteration",3
T005519,smx,10,14,mdc,1
T010026,knz,10,14,"lemma_forms, translation",2
T001525,hkrt,10,13,"mdc, normalized_transliteration",2
T004128,nie,10,13,translation,1
T004532,nhn.w,10,13,"lemma_forms, normalized_transliteration",2
T007103,erwache,10,13,translation,1
T000587,hrj-habt,10,12,"mdc, normalized_transliteration",2
T001367,hma,10,12,"lemma_forms, normalized_transliteration",2
T003784,schlafen,10,12,translation,1
T003831,grner,10,12,translation,1
T003932,nome,10,12,translation,1
T004480,vorgesetzten,10,12,translation,1
T005248,feste,10,12,translation,1
T005336,hwn.w,10,12,"lemma_forms, mdc, normalized_transliteration",3
T003502,m-dr.t,10,11,"lemma_forms, mdc, normalized_transliteration",3
T003877,buto,10,11,translation,1
T004307,hauch,10,11,translation,1
T005547,wen,10,11,translation,1
T005623,bewachen,10,11,translation,1
T005719,figur,10,11,translation,1
T005722,generation,10,11,translation,1
T005738,wepwawet,10,11,translation,1
T005863,verneigung,10,11,translation,1
T005971,allherr,10,11,translation,1
T006087,sacred,10,11,translation,1
T006250,wiederholen,10,11,translation,1
T006818,ausfhrt,10,11,translation,1
T006823,entblt,10,11,translation,1
T006830,schaft,10,11,translation,1
T006943,bersetzt,10,11,translation,1
T007290,ruhig,10,11,translation,1
T007944,sechsten,10,11,translation,1
T012674,krypte,10,11,translation,1
T012713,spa.t-jgr.t,10,11,lemma_forms,1
T012716,triumphierst,10,11,translation,1
T000769,hnt.j-zh-ntr,10,10,lemma_forms,1
T000818,hntj-zh-ntr,10,10,normalized_transliteration,1
T000822,xntj-zh-ntr,10,10,mdc,1
T000942,zmy.t,10,10,lemma_forms,1
T001003,mitteilung,10,10,translation,1
T001191,berge,10,10,translation,1
T001668,wasserspende,10,10,translation,1
T002067,vollkommenen,10,10,translation,1
T002112,jm.j-ra-hm.w-ntr,10,10,lemma_forms,1
T002203,liebling,10,10,translation,1
T002210,stab,10,10,translation,1
T002302,ehrwrdigen,10,10,translation,1
T002368,menge,10,10,translation,1
T002377,shr.pl,10,10,normalized_transliteration,1
T002378,sxr.pl,10,10,mdc,1
T002388,throne,10,10,translation,1
T002670,hr.j-hab.t-hr.j-tp,10,10,lemma_forms,1
T002671,aufmerksamkeit,10,10,translation,1
T002905,hqa.t,10,10,lemma_forms,1
T003326,m-ha.w,10,10,lemma_forms,1
T003430,geschieht,10,10,translation,1
T003578,hell,10,10,translation,1
T003707,versammelt,10,10,translation,1
T003837,sdlich,10,10,translation,1
T003880,leuten,10,10,translation,1
T003933,trefflich,10,10,translation,1
T003974,nechen,10,10,translation,1
T004031,kampfes,10,10,translation,1
T004039,legte,10,10,translation,1
T004066,unsere,10,10,translation,1
T004136,jm.j-ra-pr-wr,10,10,lemma_forms,1
T004313,hlt,10,10,translation,1
T004322,gefhrt,10,10,translation,1
T004323,gestorben,10,10,translation,1
T004356,jr.yt,10,10,lemma_forms,1
T004374,meer,10,10,translation,1
T004377,befand,10,10,translation,1
T004390,wem,10,10,translation,1
T004445,wife,10,10,translation,1
T004538,kammer,10,10,translation,1
T004539,gebaut,10,10,translation,1
T004604,abrechnung,10,10,translation,1
T004622,sohlen,10,10,translation,1
T004675,priest,10,10,translation,1
T004738,nhs.j,10,10,lemma_forms,1
T004752,zahl,10,10,translation,1
T004901,daj.w,10,10,lemma_forms,1
T004988,z.t-hm.t,10,10,lemma_forms,1
T005007,packen,10,10,translation,1
T005012,achte,10,10,translation,1
T005023,mshn.t,10,10,lemma_forms,1
T005078,give,10,10,translation,1
T005210,syrien,10,10,translation,1
T005251,gndig,10,10,translation,1
T005282,jmn-m-ha.t,10,10,lemma_forms,1
T005284,meeres,10,10,translation,1
T005292,schuf,10,10,translation,1
T005301,welt,10,10,translation,1
T005347,dienst,10,10,translation,1
T005359,schlachten,10,10,translation,1
T005362,zerstren,10,10,translation,1
T005370,empfang,10,10,translation,1
T005381,phnix,10,10,translation,1
T005569,stromauf,10,10,translation,1
T005571,trat,10,10,translation,1
T005659,mjn.t,10,10,lemma_forms,1
T005678,zerbrochen,10,10,translation,1
T005755,ah.n,10,10,normalized_transliteration,1
T005757,ax.n,10,10,mdc,1
T005771,landepflock,10,10,translation,1
T005777,nmm,10,10,translation,1
T005846,mnh.w,10,10,"lemma_forms, normalized_transliteration",2
T005871,befehlen,10,10,translation,1
T005986,stdte,10,10,translation,1
T006006,lter,10,10,translation,1
T006083,chief,10,10,translation,1
T006100,gerechten,10,10,translation,1
T006142,toren,10,10,translation,1
T006149,zma.yt,10,10,lemma_forms,1
T006239,herausgeht,10,10,translation,1
T006277,mchtige,10,10,translation,1
T006397,vorgehen,10,10,translation,1
T006400,zufriedenstellen,10,10,translation,1
T006412,fortlaufend,10,10,translation,1
T006415,gehre,10,10,translation,1
T006522,umher,10,10,translation,1
T006569,phr.w,10,10,"lemma_forms, normalized_transliteration",2
T006586,wrden,10,10,translation,1
T006721,krokodile,10,10,translation,1
T006726,nehmt,10,10,translation,1
T006736,schaute,10,10,translation,1
T006861,lebendiger,10,10,translation,1
T006874,sinn,10,10,translation,1
T006952,berflutet,10,10,translation,1
T006965,anweisungen,10,10,translation,1
T006967,blind,10,10,translation,1
T007032,schriftrolle,10,10,translation,1
T007035,steige,10,10,translation,1
T007038,verbreitet,10,10,translation,1
T007041,vergangen,10,10,translation,1
T007143,hr.w-bhd.tj,10,10,lemma_forms,1
T007306,nchsten,10,10,translation,1
T007330,eingeweide,10,10,translation,1
T007377,snde,10,10,translation,1
T007383,urzeit,10,10,translation,1
T007497,gereicht,10,10,translation,1
T007679,tagt,10,10,translation,1
T007722,ermden,10,10,translation,1
T007984,horischen,10,10,translation,1
T008024,schreckens,10,10,translation,1
T008151,xsf.w,10,10,mdc,1
T008185,knnt,10,10,translation,1
T008275,nzr.t,10,10,lemma_forms,1
T008286,sethischen,10,10,translation,1
T008298,unruhestifter,10,10,translation,1
T008308,zittert,10,10,translation,1
T008416,kater,10,10,translation,1
T008481,fertige,10,10,translation,1
T008565,umfangen,10,10,translation,1
T008583,zuerst,10,10,translation,1
T008807,jh.t-wt.t,10,10,lemma_forms,1
T008809,jht-wtt,10,10,normalized_transliteration,1
T008815,jxt-wtt,10,10,mdc,1
T008880,zma.yw,10,10,lemma_forms,1
T009059,dauerst,10,10,translation,1
T009129,nh.wt,10,10,"lemma_forms, normalized_transliteration",2
T009509,verfallen,10,10,translation,1
T009806,pflock,10,10,translation,1
T009863,wrdezeichen,10,10,translation,1
T010120,bsartigen,10,10,translation,1
T010534,bahre,10,10,translation,1
T010579,gefgt,10,10,translation,1
T010666,plazieren,10,10,translation,1
T011016,begleitet,10,10,translation,1
T011614,hwaw.t,10,10,normalized_transliteration,1
T012049,leichname,10,10,translation,1
T012166,frohlockt,10,10,translation,1
T012405,xwaw.v,10,10,mdc,1
T012902,komplizen,10,10,translation,1
T012949,opet,10,10,translation,1
T013741,nb.t-nn-nswt,10,10,lemma_forms,1
T014382,ames-stab,10,10,translation,1
T014463,ebendiesem,10,10,translation,1
T014514,gehrns,10,10,translation,1
T014637,kompressen,10,10,translation,1
T014644,leben-sind-darin,10,10,translation,1
T014687,nb-hr.w,10,10,lemma_forms,1
T014695,nb.t-wp.t,10,10,lemma_forms,1
T014706,niederwerfung,10,10,translation,1
T014807,sxr.v,10,10,mdc,1
T005680,gay,9,54,"lemma_forms, mdc, normalized_transliteration",3
T007618,gbtw,9,52,"lemma_forms, mdc, normalized_transliteration",3
T006151,dnd,9,50,"lemma_forms, mdc, normalized_transliteration",3
T009533,daf,9,48,"lemma_forms, mdc, normalized_transliteration",3
T004632,skm,9,46,"lemma_forms, mdc, normalized_transliteration",3
T008059,satj,9,44,"mdc, normalized_transliteration",2
T011279,stnm,9,43,"lemma_forms, mdc, normalized_transliteration",3
T002722,14,9,42,"mdc, normalized_transliteration, translation",3
T004263,sqai,9,42,"lemma_forms, mdc, normalized_transliteration",3
T004203,bat,9,41,"mdc, normalized_transliteration, translation",3
T004406,tzt,9,40,"mdc, normalized_transliteration",2
T004511,fqa,9,40,"lemma_forms, mdc, normalized_transliteration",3
T004634,jf,9,40,"mdc, normalized_transliteration",2
T004169,zsn,9,38,"lemma_forms, mdc, normalized_transliteration",3
T004202,23,9,38,"mdc, normalized_transliteration, translation",3
T005495,grht,9,38,"mdc, normalized_transliteration",2
T005794,sswi,9,38,"lemma_forms, mdc, normalized_transliteration",3
T006157,drp,9,38,"lemma_forms, mdc, normalized_transliteration",3
T004161,btj,9,36,"mdc, normalized_transliteration",2
T004704,jha,9,36,"mdc, normalized_transliteration",2
T005116,dajw,9,36,"mdc, normalized_transliteration",2
T005398,mahat,9,36,"mdc, normalized_transliteration",2
T006158,mtrw,9,36,"mdc, normalized_transliteration",2
T007228,mjy,9,36,"mdc, normalized_transliteration",2
T007230,jsft,9,36,"mdc, normalized_transliteration",2
T007407,szmw,9,36,"mdc, normalized_transliteration",2
T007833,shmi,9,36,"lemma_forms, mdc, normalized_transliteration",3
T008326,hwrr,9,36,"lemma_forms, normalized_transliteration",2
T006033,rhs,9,35,"lemma_forms, normalized_transliteration",2
T003233,wdpw,9,34,"mdc, normalized_transliteration",2
T003646,sbt,9,34,"mdc, normalized_transliteration",2
T004955,karj,9,34,"mdc, normalized_transliteration",2
T005927,sau,9,34,"mdc, normalized_transliteration",2
T007064,nrt,9,34,"mdc, normalized_transliteration",2
T008065,zawtj,9,34,"mdc, normalized_transliteration",2
T014957,pyr,9,34,"mdc, normalized_transliteration",2
T003644,dns,9,33,"lemma_forms, mdc, normalized_transliteration",3
T004561,bhz,9,33,"lemma_forms, mdc, normalized_transliteration",3
T004001,mah,9,32,"lemma_forms, mdc, normalized_transliteration",3
T004455,hswt,9,32,"mdc, normalized_transliteration",2
T004862,daa,9,32,"lemma_forms, mdc, normalized_transliteration",3
T005498,gaw,9,32,"lemma_forms, mdc, normalized_transliteration",3
T007842,rrmi,9,32,"mdc, normalized_transliteration",2
T013140,mdn,9,32,"lemma_forms, mdc, normalized_transliteration",3
T001391,rth,9,30,"lemma_forms, mdc, normalized_transliteration",3
T003911,stf,9,30,"lemma_forms, mdc, normalized_transliteration",3
T004003,pi,9,30,"mdc, normalized_transliteration, translation",3
T005688,qdd,9,30,"lemma_forms, mdc, normalized_transliteration",3
T006311,htht,9,30,"lemma_forms, normalized_transliteration",2
T011311,tjhn,9,30,"mdc, normalized_transliteration",2
T014984,sdnw,9,30,"mdc, normalized_transliteration",2
T004567,tmw,9,29,"mdc, normalized_transliteration, translation",3
T001604,stpt,9,28,"mdc, normalized_transliteration",2
T004800,twti,9,28,"lemma_forms, mdc, normalized_transliteration",3
T007239,rhwj,9,28,"mdc, normalized_transliteration",2
T007854,nfr-tm,9,27,"lemma_forms, mdc, normalized_transliteration",3
T008919,snty,9,27,"lemma_forms, mdc, normalized_transliteration",3
T010382,rwd-wr,9,27,"lemma_forms, mdc, normalized_transliteration",3
T011327,dw-qd,9,27,"lemma_forms, mdc, normalized_transliteration",3
T003595,kt,9,26,"mdc, normalized_transliteration, translation",3
T003600,n-hr,9,26,"lemma_forms, mdc, normalized_transliteration",3
T012465,mryty,9,26,"mdc, normalized_transliteration",2
T004713,jay,9,25,"lemma_forms, mdc, normalized_transliteration",3
T008348,sdada,9,25,"lemma_forms, mdc, normalized_transliteration",3
T003173,spst,9,24,"mdc, normalized_transliteration",2
T005129,ahi,9,24,"lemma_forms, normalized_transliteration",2
T005935,znb,9,24,"lemma_forms, mdc, normalized_transliteration",3
T006608,jana,9,24,"lemma_forms, mdc, normalized_transliteration",3
T008346,gau.w,9,24,"mdc, normalized_transliteration",2
T009933,jhaa,9,24,"mdc, normalized_transliteration",2
T002326,nmst,9,22,"mdc, normalized_transliteration",2
T009562,tast,9,22,"mdc, normalized_transliteration",2
T001415,asr,9,20,"lemma_forms, mdc, normalized_transliteration",3
T001757,jzzj,9,20,lemma_forms,1
T002900,tpl,9,20,"mdc, normalized_transliteration",2
T010398,8nw,9,20,"mdc, normalized_transliteration",2
T010399,hajai,9,20,lemma_forms,1
T002479,sr.pl,9,18,"mdc, normalized_transliteration",2
T004013,mh.n,9,18,"mdc, normalized_transliteration",2
T004577,mdwt.pl,9,18,"mdc, normalized_transliteration",2
T004966,aq.n,9,18,"mdc, normalized_transliteration",2
T004967,hpr-dsf,9,18,"lemma_forms, normalized_transliteration",2
T005050,mshnt,9,18,normalized_transliteration,1
T005051,msxnt,9,18,mdc,1
T005598,pdt.pl,9,18,"mdc, normalized_transliteration",2
T005703,jrj.t,9,18,"mdc, normalized_transliteration",2
T005808,jnw.pl,9,18,"mdc, normalized_transliteration",2
T006344,wpwt.pl,9,18,"mdc, normalized_transliteration",2
T006483,mhtj.w,9,18,"mdc, normalized_transliteration",2
T006486,sma.n,9,18,"mdc, normalized_transliteration",2
T006488,swa.n,9,18,"mdc, normalized_transliteration",2
T006622,dai.y,9,18,"mdc, normalized_transliteration",2
T006628,mri.w,9,18,"mdc, normalized_transliteration",2
T006631,ntr-aa-anh,9,18,"lemma_forms, normalized_transliteration",2
T007062,dh,9,18,"lemma_forms, normalized_transliteration",2
T007248,szmtj,9,18,"mdc, normalized_transliteration",2
T007249,jnbw,9,18,"mdc, normalized_transliteration",2
T008102,jab.n,9,18,"mdc, normalized_transliteration",2
T008369,hrw-szmtj,9,18,"mdc, normalized_transliteration",2
T008658,xwrr,9,18,mdc,1
T008965,raf,9,18,"mdc, normalized_transliteration",2
T011918,nntj,9,18,"mdc, normalized_transliteration",2
T011919,nntj.w,9,18,"mdc, normalized_transliteration",2
T011944,hyi,9,18,lemma_forms,1
T012518,ddi.tj,9,18,"mdc, normalized_transliteration",2
T014121,jss.n,9,18,"mdc, normalized_transliteration",2
T015133,nbt-jmaw,9,18,"mdc, normalized_transliteration",2
T015134,nbt-jnb,9,18,"mdc, normalized_transliteration",2
T015136,nbt-mfk,9,18,"mdc, normalized_transliteration",2
T003963,hrr,9,17,"lemma_forms, mdc, normalized_transliteration",3
T005824,wxd,9,17,mdc,1
T006779,hwr,9,17,"lemma_forms, mdc, normalized_transliteration",3
T006790,rxs,9,17,mdc,1
T007893,wrh.w,9,17,"lemma_forms, mdc, normalized_transliteration",3
T007894,qma.t,9,17,"mdc, normalized_transliteration",2
T002518,qdw,9,16,"lemma_forms, mdc, normalized_transliteration",3
T006644,xtxt,9,15,mdc,1
T007905,hbs-ta,9,15,"lemma_forms, normalized_transliteration",2
T004058,tm.t,9,14,"mdc, normalized_transliteration",2
T004291,verbringt,9,14,translation,1
T004474,irgendeinen,9,14,translation,1
T001737,hr.j-ssta,9,13,"lemma_forms, mdc, normalized_transliteration",3
T003239,wda.w,9,13,"lemma_forms, mdc, normalized_transliteration",3
T005147,gmi.t,9,13,"mdc, normalized_transliteration",2
T005508,snk,9,13,"lemma_forms, mdc, normalized_transliteration",3
T006932,jhh,9,13,"lemma_forms, normalized_transliteration",2
T008988,verborgener,9,13,translation,1
T003527,bjn.t,9,12,"lemma_forms, mdc, normalized_transliteration",3
T003972,ta.w,9,12,"lemma_forms, mdc, normalized_transliteration",3
T004583,sand,9,12,"lemma_forms, mdc, normalized_transliteration, translation",4
T004960,stp-za,9,12,"lemma_forms, mdc, normalized_transliteration",3
T005244,beruf,9,12,translation,1
T005433,verletzung,9,12,translation,1
T006189,stn,9,12,"lemma_forms, mdc, normalized_transliteration, translation",4
T009310,ahtjdu,9,12,normalized_transliteration,1
T009311,axtjdu,9,12,mdc,1
T012652,parva,9,12,translation,1
T003426,rest,9,11,translation,1
